seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0308,0.3333,0.8333,0.4762,0.1162,61316.7902,15180.9985
1,6,0.0307,0.3125,0.8333,0.4545,0.1148,59918.9037,14931.3142
2,6,0.0297,0.2632,0.8333,0.4,0.0672,60057.3266,15724.8348
3,6,0.0416,0.2,0.5,0.2857,0.3333,61410.2439,15271.5479
4,6,0.0285,0.4286,1.0,0.6,0.0056,58386.3626,14879.4904
5,6,0.0675,0.1818,0.3333,0.2353,0.4258,54867.7413,17415.1693
6,6,0.0286,0.3333,1.0000,0.5000,0.0112,68176.5420,16937.6974
7,6,0.0337,0.5556,0.8333,0.6667,0.1373,69029.2815,17228.2368
8,6,0.0490,0.1818,0.3333,0.2353,0.3908,68723.1260,17175.9444
9,6,0.0288,0.5000,0.8333,0.6250,0.0294,69315.6276,17307.3254
10,6,0.0291,0.3333,0.6667,0.4444,0.0476,68044.2826,17136.1187
11,6,0.0862,0.2308,0.5000,0.3158,0.3613,68404.5869,17122.8787
12,6,0.0325,0.3750,0.5000,0.4286,0.1611,68826.9744,17283.9383
13,6,0.0300,0.4167,0.8333,0.5556,0.0938,69298.3962,17270.9091
14,6,0.0324,0.2941,0.8333,0.4348,0.1457,68481.3540,17073.4722
