seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0287,0.5,1.0,0.6667,0.014,38274.1544,12695.7999
1,6,0.0334,0.25,0.3333,0.2857,0.2087,38693.8782,13234.9796
2,6,0.0284,0.7143,0.8333,0.7692,0.0028,38222.4205,12023.635
3,6,0.0292,0.4,1.0,0.5714,0.0364,25079.5322,9215.2292
4,6,0.0361,0.3333,0.5,0.4,0.2423,35236.1899,10086.717
5,6,0.0334,0.2143,0.5000,0.3000,0.2059,12555.7642,13135.1036
6,6,0.0370,0.3333,0.5000,0.4000,0.2269,38026.0177,12631.3499
7,6,0.0336,0.5000,0.5000,0.5000,0.2045,38330.6034,12847.4950
8,6,0.0363,0.0909,0.1667,0.1176,0.2717,38674.8086,12926.4687
9,6,0.0284,0.5455,1.0000,0.7059,0.0000,38584.0862,12880.3975
10,6,0.0293,0.2941,0.8333,0.4348,0.0518,39003.2719,12940.9294
11,6,0.0288,0.4286,1.0000,0.6000,0.0224,38025.5742,12671.9948
12,6,0.0291,0.3333,1.0000,0.5000,0.0336,38792.2902,12899.1175
13,6,0.0300,0.4545,0.8333,0.5882,0.0952,39008.0704,13014.8638
14,6,0.0298,0.2353,0.6667,0.3478,0.0868,38144.8558,12775.1793
