seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0557,0.075,0.5,0.1304,0.3655,4321.694,13545.8481
1,6,0.0313,0.1429,0.8333,0.2439,0.1443,4084.4671,13239.7681
2,6,0.0303,0.1364,1.0,0.24,0.1092,4128.2192,13159.1032
3,6,0.0287,0.1622,1.0,0.2791,0.0182,4638.5886,14134.7939
4,6,0.0547,0.087,0.6667,0.1538,0.2661,3582.4532,12501.9063
5,6,0.0296,0.1622,1.0,0.2791,0.07,4349.69,13629.6431
6,6,0.0301,0.1351,0.8333,0.2326,0.0994,4260.286,13474.1251
7,6,0.0305,0.1481,0.6667,0.2424,0.1134,3555.3012,12446.4775
8,6,0.0308,0.1515,0.8333,0.2564,0.1148,4467.8162,14050.0588
9,6,0.0306,0.2083,0.8333,0.3333,0.1134,8103.0938,22806.8303
10,6,0.0288,0.1875,1.0,0.3158,0.0182,3989.5892,13130.3341
11,6,0.0295,0.1471,0.8333,0.25,0.0728,4279.8042,13414.2485
12,6,0.0351,0.119,0.8333,0.2083,0.1765,4985.7877,14874.2995
13,6,0.0633,0.0714,0.5,0.125,0.4356,4636.4757,13969.7333
14,6,0.0301,0.1622,1.0,0.2791,0.0826,4200.2551,13521.9475
