seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0315,0.1471,0.8333,0.25,0.1275,2752.1503,9883.3522
1,6,0.0315,0.119,0.8333,0.2083,0.1317,3117.0895,10532.2381
2,6,0.0296,0.1667,1.0,0.2857,0.0602,3266.6502,10727.022
3,6,0.0388,0.0682,0.5,0.12,0.2997,3675.0698,11599.7157
4,6,0.0286,0.15,1.0,0.2609,0.007,3700.9981,11571.9336
5,6,0.0676,0.0811,0.5,0.1395,0.4398,3723.2568,11583.1312
6,6,0.0286,0.1538,1.0,0.2667,0.0112,0.2776,5935.8209
7,6,0.0302,0.1724,0.8333,0.2857,0.098,3789.2522,11805.7456
8,6,0.0436,0.1,0.5,0.1667,0.3529,3591.2562,11312.1843
9,6,0.0288,0.25,1.0,0.4,0.0252,3473.7695,11241.747
10,6,0.0292,0.1395,1.0,0.2449,0.0476,3318.237,10815.6372
11,6,0.0464,0.1429,0.6667,0.2353,0.2983,4000.2364,12290.9828
12,6,0.0317,0.1389,0.8333,0.2381,0.1555,3238.4598,10861.1
13,6,0.0299,0.1471,0.8333,0.25,0.0924,3468.1886,11081.4872
14,6,0.0352,0.1562,0.8333,0.2632,0.1695,3613.9468,11406.9626
