seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0329,0.1316,0.8333,0.2273,0.1849,5486.345,17549.3463
1,6,0.0397,0.1613,0.8333,0.2703,0.1793,5619.6506,17402.1905
2,6,0.0298,0.1087,0.8333,0.1923,0.0868,5753.3333,17969.5459
3,6,0.0318,0.1351,0.8333,0.2326,0.1429,6588.4973,19001.807
4,6,0.0302,0.1282,0.8333,0.2222,0.1008,5894.2178,17796.9493
5,6,0.0304,0.2,0.8333,0.3226,0.0994,5382.744,16960.3825
6,6,0.0288,0.25,1.0,0.4,0.0238,5114.054,16474.8546
7,6,0.0293,0.1538,1.0,0.2667,0.056,5189.4992,17146.0908
8,6,0.0368,0.1515,0.8333,0.2564,0.1639,5501.4506,17228.6943
9,6,0.0291,0.1667,0.8333,0.2778,0.0574,5468.0664,17136.7319
10,6,0.0291,0.125,1.0,0.2222,0.0378,5609.0041,17838.3262
11,6,0.0286,0.1935,1.0,0.3243,0.0112,9532.5406,28736.5252
12,6,0.0293,0.1765,1.0,0.3,0.0336,8358.0012,27746.3724
13,6,0.0296,0.1395,1.0,0.2449,0.0728,5972.9145,17941.9559
14,6,0.031,0.1282,0.8333,0.2222,0.1317,5121.6997,16780.7589
