seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0286,0.1463,1.0,0.2553,0.014,1747.4212,5501.5309
1,6,0.0339,0.0976,0.6667,0.1702,0.2213,1391.1799,5079.8781
2,6,0.0285,0.1333,1.0,0.2353,0.0126,1506.0756,5202.9924
3,6,0.0292,0.1714,1.0,0.2927,0.0392,1765.315,5623.0136
4,6,0.0314,0.1333,0.6667,0.2222,0.1485,1964.9869,5990.119
5,6,0.0343,0.1053,0.6667,0.1818,0.2283,1508.1829,5228.0907
6,6,0.0378,0.1351,0.8333,0.2326,0.2283,1987.1583,5931.8104
7,6,0.0317,0.1064,0.8333,0.1887,0.1541,1868.0935,5813.686
8,6,0.0346,0.0889,0.6667,0.1569,0.2367,1675.403,5498.77
9,6,0.0284,0.4,1.0,0.5714,0.0,1472.4876,7132.4827
10,6,0.0293,0.1395,1.0,0.2449,0.0504,2881.8835,10063.9704
11,6,0.0289,0.1875,1.0,0.3158,0.0224,3201.7526,9843.324
12,6,0.0291,0.1622,1.0,0.2791,0.035,3238.9948,8955.0411
13,6,0.0304,0.1613,0.8333,0.2703,0.1078,1787.5747,7432.4326
14,6,0.0299,0.1471,0.8333,0.25,0.0924,2742.3205,8468.2012
