seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.035,0.1111,0.8333,0.1961,0.1933,488.5385,1591.7426
1,6,0.0296,0.1667,1.0,0.2857,0.0728,397.9012,1667.8134
2,6,0.0286,0.1935,1.0,0.3243,0.0182,405.7468,1515.7524
3,6,0.041,0.1111,0.8333,0.1961,0.2017,743.6852,2008.7261
4,6,0.0316,0.122,0.8333,0.2128,0.1429,470.8939,1591.2449
5,6,0.031,0.1786,0.8333,0.2941,0.1162,315.1187,1290.6989
6,6,0.0383,0.1515,0.8333,0.2564,0.1555,805.9594,2091.4987
7,6,0.0345,0.122,0.8333,0.2128,0.1611,470.1405,1582.7152
8,6,0.0288,0.1579,1.0,0.2727,0.0182,299.4962,1272.0389
9,6,0.0287,0.1818,1.0,0.3077,0.0154,552.9993,1719.8928
10,6,0.0287,0.1463,1.0,0.2553,0.0168,465.2303,1525.1612
11,6,0.0313,0.1087,0.8333,0.1923,0.1303,239.2085,1134.6857
12,6,0.0334,0.087,0.6667,0.1538,0.1933,289.7447,1245.6568
13,6,0.0294,0.1395,1.0,0.2449,0.0616,633.6297,1847.025
14,6,0.0284,0.2143,1.0,0.3529,0.0,549.7297,1723.8973
