seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0796,0.1429,0.3333,0.2000,0.6162,36324.7528,11540.3471
1,6,0.0480,0.0000,0.0000,0.0000,0.4622,50684.3290,11296.1242
2,6,0.1490,0.2500,0.5000,0.3333,0.7122,43057.1927,12337.4057
3,6,0.0479,0.0476,0.3333,0.0833,0.4986,48263.3660,17561.4422
4,6,0.0454,0.0429,0.5000,0.0789,0.4685,60667.3930,14129.9729
5,6,0.1240,0.2000,0.5000,0.2857,0.6996,66501.6375,17114.1635
6,6,0.2584,0.3636,0.6667,0.4706,0.8039,60253.5522,11321.6094
7,6,0.1490,0.2500,0.5000,0.3333,0.7122,45266.6856,12325.3383
8,6,0.0987,0.2000,0.3333,0.2500,0.6331,44749.4959,18495.4693
9,6,0.1729,0.2353,0.6667,0.3478,0.7787,51856.5048,14505.2360
10,6,0.0461,0.0441,0.5000,0.0811,0.4769,43543.8318,11440.1443
11,6,0.3000,0.3000,1.0000,0.4615,0.9412,20716.9358,7374.7576
12,6,0.2858,0.3333,0.8333,0.4762,0.8746,48968.8065,12060.4500
13,6,0.0490,0.0500,0.5000,0.0909,0.5105,47931.4760,11854.8155
14,6,0.0539,0.0833,0.1667,0.1111,0.5371,59230.9890,11617.0713
