seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0350,0.1111,0.8333,0.1961,0.1933,0.0000,0.0318
1,6,0.0296,0.1667,1.0000,0.2857,0.0728,0.0000,0.0317
2,6,0.0286,0.1935,1.0000,0.3243,0.0182,0.0000,0.0280
3,6,0.0410,0.1111,0.8333,0.1961,0.2017,0.0000,0.0160
4,6,0.0316,0.1220,0.8333,0.2128,0.1429,0.0000,0.0160
5,6,0.0310,0.1786,0.8333,0.2941,0.1162,0.0000,0.0204
6,6,0.0383,0.1515,0.8333,0.2564,0.1555,0.0000,0.0479
7,6,0.0345,0.1220,0.8333,0.2128,0.1611,0.0000,0.0284
8,6,0.0288,0.1579,1.0000,0.2727,0.0182,0.0000,0.0182
9,6,0.0287,0.1818,1.0000,0.3077,0.0154,0.0000,0.0326
10,6,0.0287,0.1463,1.0000,0.2553,0.0168,0.0000,0.0270
11,6,0.0313,0.1087,0.8333,0.1923,0.1303,0.0000,0.0192
12,6,0.0334,0.0870,0.6667,0.1538,0.1933,0.0000,0.0156
13,6,0.0294,0.1395,1.0000,0.2449,0.0616,0.0000,0.0156
14,6,0.0284,0.2143,1.0000,0.3529,0.0000,0.0000,0.0182
