seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0315,0.1471,0.8333,0.2500,0.1275,0.0000,0.0000
1,6,0.0315,0.1190,0.8333,0.2083,0.1317,0.0000,0.0068
2,6,0.0296,0.1667,1.0000,0.2857,0.0602,0.0000,0.0000
3,6,0.0388,0.0682,0.5000,0.1200,0.2997,0.0000,0.0156
4,6,0.0286,0.1500,1.0000,0.2609,0.0070,0.0000,0.0156
5,6,0.0676,0.0811,0.5000,0.1395,0.4398,0.0000,0.0070
6,6,0.0286,0.1538,1.0000,0.2667,0.0112,0.0000,0.0080
7,6,0.0302,0.1724,0.8333,0.2857,0.0980,0.0000,0.0072
8,6,0.0436,0.1000,0.5000,0.1667,0.3529,0.0000,0.0067
9,6,0.0288,0.2500,1.0000,0.4000,0.0252,0.0000,0.0058
10,6,0.0292,0.1395,1.0000,0.2449,0.0476,0.0000,0.0071
11,6,0.0464,0.1429,0.6667,0.2353,0.2983,0.0000,0.0062
12,6,0.0317,0.1389,0.8333,0.2381,0.1555,0.0000,0.0000
13,6,0.0299,0.1471,0.8333,0.2500,0.0924,0.0000,0.0251
14,6,0.0352,0.1562,0.8333,0.2632,0.1695,0.0000,0.0132
