seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0286,0.1463,1.0000,0.2553,0.0140,0.0000,0.1361
1,6,0.0339,0.0976,0.6667,0.1702,0.2213,0.0000,0.0644
2,6,0.0285,0.1333,1.0000,0.2353,0.0126,0.0000,0.0707
3,6,0.0292,0.1714,1.0000,0.2927,0.0392,0.0000,0.0638
4,6,0.0314,0.1333,0.6667,0.2222,0.1485,0.0000,0.0674
5,6,0.0343,0.1053,0.6667,0.1818,0.2283,0.0000,0.0550
6,6,0.0378,0.1351,0.8333,0.2326,0.2283,0.0000,0.0480
7,6,0.0317,0.1064,0.8333,0.1887,0.1541,0.0000,0.3744
8,6,0.0346,0.0889,0.6667,0.1569,0.2367,0.0000,0.1868
9,6,0.0284,0.4000,1.0000,0.5714,0.0000,0.0000,0.2358
10,6,0.0293,0.1395,1.0000,0.2449,0.0504,0.0000,0.0872
11,6,0.0289,0.1875,1.0000,0.3158,0.0224,0.0000,0.0786
12,6,0.0291,0.1622,1.0000,0.2791,0.0350,0.0000,0.0634
13,6,0.0304,0.1613,0.8333,0.2703,0.1078,0.0000,0.0941
14,6,0.0299,0.1471,0.8333,0.2500,0.0924,0.0000,0.0611
