seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0323,0.1429,0.8333,0.2439,0.1653,488.5385,1591.7426
1,6,0.0298,0.1786,0.8333,0.2941,0.084,397.9012,1667.8134
2,6,0.0286,0.2143,1.0,0.3529,0.021,405.7468,1515.7524
3,6,0.056,0.122,0.8333,0.2128,0.2129,743.6852,2008.7261
4,6,0.0327,0.1613,0.8333,0.2703,0.1597,470.8939,1591.2449
5,6,0.0326,0.2273,0.8333,0.3571,0.1331,315.1187,1290.6989
6,6,0.0355,0.1786,0.8333,0.2941,0.1485,805.9594,2091.4987
7,6,0.0325,0.2174,0.8333,0.3448,0.1457,470.1405,1582.7152
8,6,0.0289,0.2069,1.0,0.3429,0.021,299.4962,1272.0389
9,6,0.0287,0.2069,1.0,0.3429,0.014,552.9993,1719.8928
10,6,0.0287,0.1935,1.0,0.3243,0.0168,465.2303,1525.1612
11,6,0.0309,0.125,0.8333,0.2174,0.1218,239.2085,1134.6857
12,6,0.0337,0.125,0.6667,0.2105,0.1961,289.7447,1245.6568
13,6,0.0295,0.1579,1.0,0.2727,0.0644,633.6297,1847.025
14,6,0.0284,0.2727,1.0,0.4286,0.0,549.7297,1723.8973
