seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0459,0.1667,0.5,0.25,0.3585,4321.694,13545.8481
1,6,0.0323,0.25,0.6667,0.3636,0.1653,4084.4671,13239.7681
2,6,0.0312,0.1739,0.6667,0.2759,0.1415,4128.2192,13159.1032
3,6,0.0287,0.4545,0.8333,0.5882,0.021,4638.5886,14134.7939
4,6,0.0721,0.3333,0.6667,0.4444,0.2647,3582.4532,12501.9063
5,6,0.0298,0.2308,0.5,0.3158,0.084,4349.69,13629.6431
6,6,0.0322,0.2381,0.8333,0.3704,0.1583,4260.286,13474.1251
7,6,0.0303,0.3333,0.6667,0.4444,0.1092,3555.3012,12446.4775
8,6,0.03,0.3571,0.8333,0.5,0.0952,4467.8162,14050.0588
9,6,0.0294,0.5556,0.8333,0.6667,0.0714,8103.0938,22806.8303
10,6,0.0287,0.3158,1.0,0.48,0.0154,3989.5892,13130.3341
11,6,0.0323,0.3333,0.8333,0.4762,0.1345,4279.8042,13414.2485
12,6,0.0319,0.25,0.8333,0.3846,0.1457,4985.7877,14874.2995
13,6,0.0595,0.1538,0.3333,0.2105,0.4244,4636.4757,13969.7333
14,6,0.0307,0.1818,0.3333,0.2353,0.1064,4200.2551,13521.9475
