seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0286,0.3333,1.0,0.5,0.0154,1747.4212,5501.5309
1,6,0.0343,0.15,0.5,0.2308,0.2283,1391.1799,5079.8781
2,6,0.0285,0.3158,1.0,0.48,0.014,1506.0756,5202.9924
3,6,0.0292,0.2857,1.0,0.4444,0.0392,1765.315,5623.0136
4,6,0.0325,0.1667,0.5,0.25,0.1807,1964.9869,5990.119
5,6,0.0382,0.1579,0.5,0.24,0.2773,1508.1829,5228.0907
6,6,0.037,0.1667,0.5,0.25,0.2465,1987.1583,5931.8104
7,6,0.0326,0.1667,0.5,0.25,0.1835,1868.0935,5813.686
8,6,0.0354,0.0833,0.3333,0.1333,0.2535,1675.403,5498.77
9,6,0.0284,0.6667,1.0,0.8,0.0,1472.4876,7132.4827
10,6,0.0295,0.2273,0.8333,0.3571,0.063,2881.8835,10063.9704
11,6,0.0289,0.3529,1.0,0.5217,0.028,3201.7526,9843.324
12,6,0.0298,0.2941,0.8333,0.4348,0.0826,3238.9948,8955.0411
13,6,0.0351,0.3333,0.8333,0.4762,0.1569,1787.5747,7432.4326
14,6,0.0297,0.2174,0.8333,0.3448,0.077,2742.3205,8468.2012
