seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0526,0.2308,0.5000,0.3158,0.2255,9.7548,18.3629
1,6,0.0301,0.2143,0.5000,0.3000,0.0756,10.1668,20.6300
2,6,0.0291,0.5000,0.8333,0.6250,0.0490,8.9899,16.8447
3,6,0.0331,0.0556,0.1667,0.0833,0.1807,10.6723,20.0817
4,6,0.0376,0.2000,0.5000,0.2857,0.2773,10.3808,20.4017
5,6,0.0364,0.1765,0.5000,0.2609,0.2619,9.6918,18.1924
6,6,0.0324,0.2667,0.6667,0.3810,0.1779,10.6002,20.4768
7,6,0.0322,0.2308,0.5000,0.3158,0.1695,10.4376,19.9824
8,6,0.0303,0.3125,0.8333,0.4545,0.0924,10.3686,19.2437
9,6,0.0323,0.1818,0.3333,0.2353,0.1667,10.4854,21.4688
10,6,0.0293,0.2381,0.8333,0.3704,0.0588,10.4833,20.1761
11,6,0.0378,0.0714,0.1667,0.1000,0.2983,7.3706,14.0852
12,6,0.0392,0.1667,0.6667,0.2667,0.2885,10.6557,19.6287
13,6,0.0381,0.1250,0.3333,0.1818,0.2983,10.7036,20.7480
14,6,0.0290,0.3750,1.0000,0.5455,0.0238,10.5883,19.1862
