seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0349,0.1875,0.5000,0.2727,0.2339,169.6787,58.3839
1,6,0.0309,0.2667,0.6667,0.3810,0.1275,306.5403,117.7901
2,6,0.0308,0.2353,0.6667,0.3478,0.1289,289.2100,82.4820
3,6,0.0386,0.2857,0.6667,0.4000,0.2339,326.3357,69.7207
4,6,0.0314,0.3077,0.6667,0.4211,0.1485,189.8317,69.4166
5,6,0.0834,0.1875,0.5000,0.2727,0.4118,175.2356,108.9350
6,6,0.0404,0.3333,0.8333,0.4762,0.1751,327.5729,117.3260
7,6,0.0333,0.3000,0.5000,0.3750,0.1947,322.1514,114.8729
8,6,0.0346,0.1875,0.5000,0.2727,0.2045,323.6614,111.9662
9,6,0.0292,0.3333,0.8333,0.4762,0.0630,321.8967,111.4985
10,6,0.0307,0.1429,0.1667,0.1538,0.1050,188.0337,69.9829
11,6,0.0308,0.3125,0.8333,0.4545,0.1106,153.0876,33.8965
12,6,0.0296,0.3846,0.8333,0.5263,0.0574,307.3987,106.7305
13,6,0.0327,0.2500,0.6667,0.3636,0.1835,326.9769,114.2025
14,6,0.0345,0.3333,0.6667,0.4444,0.2045,185.5304,66.7847
