seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0323,0.2000,0.5000,0.2857,0.1723,55.1825,46.2967
1,6,0.0310,0.2667,0.6667,0.3810,0.1176,61.5482,51.7541
2,6,0.0292,0.5556,0.8333,0.6667,0.0420,55.0278,42.2355
3,6,0.0328,0.1579,0.5000,0.2400,0.1695,62.2531,48.9739
4,6,0.0340,0.2143,0.5000,0.3000,0.2199,61.3035,50.5483
5,6,0.0379,0.1667,0.5000,0.2500,0.2661,58.1620,46.5170
6,6,0.0378,0.2308,0.5000,0.3158,0.2311,62.2120,50.8837
7,6,0.0385,0.1333,0.3333,0.1905,0.2885,59.1478,51.2550
8,6,0.0306,0.2727,1.0000,0.4286,0.0854,62.0656,48.0235
9,6,0.0294,0.1852,0.8333,0.3030,0.0574,63.6406,49.6255
10,6,0.0308,0.2143,0.5000,0.3000,0.1204,61.7296,50.3009
11,6,0.0472,0.0500,0.1667,0.0769,0.3894,41.5773,28.8213
12,6,0.0499,0.1818,0.3333,0.2353,0.3459,60.8314,53.1325
13,6,0.0390,0.1429,0.3333,0.2000,0.2773,59.8286,50.4760
14,6,0.0290,0.5000,1.0000,0.6667,0.0252,59.6878,47.9296
