seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0327,0.2308,0.5000,0.3158,0.1807,34.9864,35.2790
1,6,0.0309,0.2500,0.5000,0.3333,0.1218,39.3397,39.9022
2,6,0.0288,0.5000,0.8333,0.6250,0.0224,34.0240,33.3141
3,6,0.0333,0.0909,0.1667,0.1176,0.1933,38.3504,40.9064
4,6,0.0385,0.3000,0.5000,0.3750,0.2703,38.6371,40.4956
5,6,0.0372,0.1667,0.5000,0.2500,0.2171,36.0881,37.8990
6,6,0.0322,0.2000,0.3333,0.2500,0.1681,41.4272,42.1074
7,6,0.0390,0.1538,0.3333,0.2105,0.2717,40.2901,39.0375
8,6,0.0299,0.2667,0.6667,0.3810,0.0700,36.7372,38.2230
9,6,0.0287,0.2069,1.0000,0.3429,0.0182,40.3737,42.4464
10,6,0.0299,0.3077,0.6667,0.4211,0.0770,38.5889,39.8134
11,6,0.0418,0.0455,0.1667,0.0714,0.3697,26.8036,24.6837
12,6,0.0469,0.0833,0.1667,0.1111,0.3277,39.5601,41.0315
13,6,0.0395,0.1818,0.3333,0.2353,0.2997,39.4707,39.6854
14,6,0.0290,0.5000,1.0000,0.6667,0.0266,37.1507,37.7210
