seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0813,0.1429,0.3333,0.2,0.514,36324.7528,11540.3471
1,6,0.2328,0.0,0.0,0.0,0.7409,50684.329,11296.1242
2,6,0.0325,0.25,0.5,0.3333,0.1793,43057.1927,12337.4057
3,6,0.1248,0.0476,0.3333,0.0833,0.6176,48263.366,17561.4422
4,6,0.0819,0.0429,0.5,0.0789,0.4622,60667.393,14129.9729
5,6,0.0342,0.2,0.5,0.2857,0.2059,66501.6375,17114.1635
6,6,0.0295,0.3636,0.6667,0.4706,0.0742,60253.5522,11321.6094
7,6,0.3207,0.25,0.5,0.3333,0.4972,45266.6856,12325.3383
8,6,0.0439,0.2,0.3333,0.25,0.3725,44749.4959,18495.4693
9,6,0.0332,0.2353,0.6667,0.3478,0.1947,51856.5048,14505.236
10,6,0.1167,0.0441,0.5,0.0811,0.584,43543.8318,11440.1443
11,6,0.0286,0.3,1.0,0.4615,0.0168,20716.9358,7374.7576
12,6,0.0294,0.3333,0.8333,0.4762,0.0434,48968.8065,12060.45
13,6,0.0504,0.05,0.5,0.0909,0.4328,47931.476,11854.8155
14,6,0.2353,0.0833,0.1667,0.1111,0.5938,59230.989,11617.0713
