seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0468,0.25,0.5,0.3333,0.3263,1805.957,2429.8151
1,6,0.0541,0.1667,0.3333,0.2222,0.4342,2042.554,2467.4953
2,6,0.0289,0.5,0.8333,0.625,0.028,1818.3384,2173.6885
3,6,0.1733,0.027,0.1667,0.0465,0.7521,1996.9003,2401.2202
4,6,0.224,0.0417,0.5,0.0769,0.4272,1990.9759,2307.3348
5,6,0.03,0.2,0.6667,0.3077,0.0924,1806.8338,2199.2382
6,6,0.2013,0.125,0.5,0.2,0.3641,1926.0647,2426.9199
7,6,0.0524,0.0526,0.1667,0.08,0.458,1936.4114,2380.6429
8,6,0.0308,0.2,0.6667,0.3077,0.1064,1928.3688,2312.6803
9,6,0.398,0.0938,0.5,0.1579,0.4986,1946.5589,2408.3603
10,6,0.0304,0.0706,1.0,0.1319,0.1134,1950.3469,2349.6847
11,6,0.0558,0.0,0.0,0.0,0.4986,1584.1677,2025.5641
12,6,0.0515,0.0625,0.3333,0.1053,0.4538,1984.7343,2390.888
13,6,0.0578,0.087,0.6667,0.1538,0.3571,1972.0535,2372.7618
14,6,0.029,0.4,1.0,0.5714,0.028,1917.32,2313.5777
