seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0645,0.1111,0.1667,0.1333,0.5112,32454.106,11722.7675
1,6,0.0319,0.3077,0.6667,0.4211,0.1611,36212.5741,12262.4968
2,6,0.031,0.2222,0.3333,0.2667,0.1218,31398.3834,11394.7145
3,6,0.394,0.0,0.0,0.0,0.8768,36311.5809,12483.8387
4,6,0.0545,0.0345,0.3333,0.0625,0.4538,37460.9487,12500.1402
5,6,0.03,0.0504,1.0,0.096,0.091,35554.8487,3604.6862
6,6,0.0324,0.1667,0.5,0.25,0.1793,37782.535,12459.3433
7,6,0.047,0.1333,0.3333,0.1905,0.416,37407.9161,12162.9034
8,6,0.0387,0.2222,0.6667,0.3333,0.2549,36959.4308,12812.333
9,6,0.0304,0.1818,0.6667,0.2857,0.1092,37897.9384,12825.1855
10,6,0.0348,0.0746,0.8333,0.137,0.2339,38841.4192,13039.3728
11,6,0.0341,0.1333,0.3333,0.1905,0.2017,23231.3355,9491.6672
12,6,0.0578,0.0556,0.1667,0.0833,0.4636,38664.6562,12778.5166
13,6,0.0585,0.0545,0.5,0.0984,0.423,38184.2157,12118.1944
14,6,0.3612,0.0909,0.1667,0.1176,0.4314,36906.7919,12068.9777
