seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0298,0.2727,0.5,0.3529,0.0658,13100.8588,7036.0048
1,6,0.0352,0.2727,0.5,0.3529,0.2283,14092.9217,7435.3543
2,6,0.0388,0.25,0.5,0.3333,0.3053,12278.3403,6675.7072
3,6,0.0435,0.2143,0.5,0.3,0.3515,14911.4719,7467.1066
4,6,0.0369,0.0847,0.8333,0.1538,0.2689,14666.5155,7473.3452
5,6,0.0632,0.1667,0.3333,0.2222,0.4468,13491.3548,6996.4226
6,6,0.0401,0.1,0.3333,0.1538,0.3305,15027.62,7459.9152
7,6,0.0337,0.1579,0.5,0.24,0.2143,14841.6608,7461.5563
8,6,0.0334,0.1538,0.3333,0.2105,0.1975,14090.7751,7266.1403
9,6,0.2188,0.1667,0.6667,0.2667,0.3333,14447.9008,7324.3581
10,6,0.0685,0.0364,0.3333,0.0656,0.5224,14662.4485,7374.6196
11,6,0.0289,0.3846,0.8333,0.5263,0.0392,9673.4664,5627.7441
12,6,0.2604,0.1579,0.5,0.24,0.4958,14342.4005,7299.9793
13,6,0.1626,0.0541,0.3333,0.093,0.5434,6510.2281,7448.7294
14,6,0.0318,0.2143,0.5,0.3,0.1527,14498.8908,7294.8134
