seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.1604,0.2727,0.5000,0.3529,0.7164,13100.8588,7036.0048
1,6,0.1604,0.2727,0.5000,0.3529,0.7164,14092.9217,7435.3543
2,6,0.1490,0.2500,0.5000,0.3333,0.7122,12278.3403,6675.7072
3,6,0.1311,0.2143,0.5000,0.3000,0.7038,14911.4719,7467.1066
4,6,0.0786,0.0847,0.8333,0.1538,0.6898,14666.5155,7473.3452
5,6,0.0876,0.1667,0.3333,0.2222,0.6246,13491.3548,6996.4226
6,6,0.0653,0.1000,0.3333,0.1538,0.5910,15027.6200,7459.9152
7,6,0.1029,0.1579,0.5000,0.2400,0.6828,14841.6608,7461.5563
8,6,0.0833,0.1538,0.3333,0.2105,0.6204,14090.7751,7266.1403
9,6,0.1271,0.1667,0.6667,0.2667,0.7493,14447.9008,7324.3581
10,6,0.0441,0.0364,0.3333,0.0656,0.4440,14662.4485,7374.6196
11,6,0.3285,0.3846,0.8333,0.5263,0.8831,9673.4664,5627.7441
12,6,0.1029,0.1579,0.5000,0.2400,0.6828,14342.4005,7299.9793
13,6,0.0500,0.0541,0.3333,0.0930,0.5196,6510.2281,7448.7294
14,6,0.1311,0.2143,0.5000,0.3000,0.7038,14498.8908,7294.8134
