seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.1490,0.2500,0.5000,0.3333,0.7122,1805.9570,2429.8151
1,6,0.0876,0.1667,0.3333,0.2222,0.6246,2042.5540,2467.4953
2,6,0.4247,0.5000,0.8333,0.6250,0.8957,1818.3384,2173.6885
3,6,0.0445,0.0270,0.1667,0.0465,0.4321,1996.9003,2401.2202
4,6,0.0448,0.0417,0.5000,0.0769,0.4601,1990.9759,2307.3348
5,6,0.1493,0.2000,0.6667,0.3077,0.7661,1806.8338,2199.2382
6,6,0.0865,0.1250,0.5000,0.2000,0.6618,1926.0647,2426.9199
7,6,0.0488,0.0526,0.1667,0.0800,0.5077,1936.4114,2380.6429
8,6,0.1493,0.2000,0.6667,0.3077,0.7661,1928.3688,2312.6803
9,6,0.0709,0.0938,0.5000,0.1579,0.6282,1946.5589,2408.3603
10,6,0.0706,0.0706,1.0000,0.1319,0.6681,1950.3469,2349.6847
11,6,0.0480,0.0000,0.0000,0.0000,0.4454,1584.1677,2025.5641
12,6,0.0528,0.0625,0.3333,0.1053,0.5406,1984.7343,2390.8880
13,6,0.0740,0.0870,0.6667,0.1538,0.6569,1972.0535,2372.7618
14,6,0.4000,0.4000,1.0000,0.5714,0.9622,1917.3200,2313.5777
