seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
6,6,0.5455,0.5455,1.0000,0.7059,0.9790,5114.0540,16474.8546
7,6,0.2382,0.3333,0.6667,0.4444,0.7997,5189.4992,17146.0908
5,6,0.2858,0.3333,0.8333,0.4762,0.8746,5382.7440,16960.3825
9,6,0.4247,0.5000,0.8333,0.6250,0.8957,5468.0664,17136.7319
8,6,0.2827,0.4000,0.6667,0.5000,0.8081,5501.4506,17228.6943
0,6,0.0987,0.2000,0.3333,0.2500,0.6331,5486.3450,17549.3463
1,6,0.1641,0.2222,0.6667,0.3333,0.7745,5619.6506,17402.1905
10,6,0.3056,0.3571,0.8333,0.5000,0.8789,5609.0041,17838.3262
4,6,0.3285,0.3846,0.8333,0.5263,0.8831,5894.2178,17796.9493
2,6,0.2065,0.2857,0.6667,0.4000,0.7913,5753.3333,17969.5459
13,6,0.1938,0.2667,0.6667,0.3810,0.7871,5972.9145,17941.9559
3,6,0.2858,0.3333,0.8333,0.4762,0.8746,6588.4973,19001.8070
12,6,0.3158,0.3158,1.0000,0.4800,0.9454,8358.0012,27746.3724
11,6,0.4000,0.4000,1.0000,0.5714,0.9622,9532.5406,28736.5252
10,15,0.2400,0.2400,1.0000,0.3871,0.9202,16076.7571,51502.0548
0,15,0.1049,0.1333,0.6667,0.2222,0.7241,17336.6338,56592.0986
6,15,0.3000,0.3000,1.0000,0.4615,0.9412,17505.1704,56053.7129
7,15,0.1623,0.1852,0.8333,0.3030,0.8242,17290.9970,56173.9922
5,15,0.1974,0.2273,0.8333,0.3571,0.8452,17848.2411,56391.4355
8,15,0.1623,0.1852,0.8333,0.3030,0.8242,18293.1296,56919.9825
2,15,0.1683,0.1923,0.8333,0.3125,0.8284,18751.9795,58044.3106
1,15,0.1568,0.1786,0.8333,0.2941,0.8200,18764.3770,58335.9535
4,15,0.1816,0.2083,0.8333,0.3333,0.8368,19580.5814,59321.1166
