seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.1394,0.2308,0.5000,0.3158,0.7080,12967.9230,6930.2052
1,6,0.1490,0.2500,0.5000,0.3333,0.7122,14843.7340,7357.4489
2,6,0.4247,0.5000,0.8333,0.6250,0.8957,12680.3410,6601.4205
3,6,0.0552,0.0909,0.1667,0.1176,0.5413,14626.4541,7409.4365
4,6,0.1740,0.3000,0.5000,0.3750,0.7206,14455.4164,7382.2768
5,6,0.1073,0.1667,0.5000,0.2500,0.6870,13816.6266,7284.1138
6,6,0.0987,0.2000,0.3333,0.2500,0.6331,15108.0593,7556.0832
7,6,0.0833,0.1538,0.3333,0.2105,0.6204,2502.4845,6795.5367
8,6,0.1938,0.2667,0.6667,0.3810,0.7871,13817.3958,6695.4788
9,6,0.2069,0.2069,1.0000,0.3429,0.9034,15062.8441,7141.3627
10,6,0.2211,0.3077,0.6667,0.4211,0.7955,14394.8284,6888.7762
11,6,0.0476,0.0455,0.1667,0.0714,0.4951,9747.4279,5430.0890
12,6,0.0539,0.0833,0.1667,0.1111,0.5371,15098.7050,7220.1852
13,6,0.0926,0.1818,0.3333,0.2353,0.6289,14970.2143,6878.7461
14,6,0.5000,0.5000,1.0000,0.6667,0.9748,14099.5722,6679.0385
