seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,1,0.0480,0.0000,0.0000,0.0000,0.4286,982.5317,1050.9553
0,2,0.0922,0.1364,0.5000,0.2143,0.6702,1295.5285,1341.8137
0,3,0.1029,0.1579,0.5000,0.2400,0.6828,1661.1442,1699.0120
0,4,0.1122,0.1765,0.5000,0.2609,0.6912,2148.8499,2108.7836
0,5,0.1394,0.2308,0.5000,0.3158,0.7080,3417.6805,2879.1071
1,1,0.0480,0.0000,0.0000,0.0000,0.4622,1056.7799,1065.6370
1,2,0.0480,0.0000,0.0000,0.0000,0.4832,1286.5657,1334.1050
1,3,0.2383,0.4286,0.5000,0.4615,0.7332,1629.3647,1696.3166
1,4,0.1740,0.3000,0.5000,0.3750,0.7206,2156.5943,2107.0047
1,5,0.2115,0.3750,0.5000,0.4286,0.7290,3361.5085,2879.4835
2,1,0.0796,0.1429,0.3333,0.2000,0.6162,1035.7044,1058.9419
2,2,0.0712,0.1176,0.3333,0.1739,0.6036,1290.9941,1338.7529
2,3,0.0638,0.1429,0.1667,0.1538,0.5581,1648.7978,1712.5879
2,4,0.0480,0.0000,0.0000,0.0000,0.4706,2150.8128,2108.0116
2,5,0.0608,0.1250,0.1667,0.1429,0.5539,3335.9705,2819.7378
3,1,0.0480,0.0000,0.0000,0.0000,0.4748,1045.8230,1057.6087
3,2,0.0480,0.0000,0.0000,0.0000,0.4496,1308.3716,1350.5893
3,3,0.1153,0.2500,0.3333,0.2857,0.6415,1645.4015,1696.3478
3,4,0.2584,0.3636,0.6667,0.4706,0.8039,2145.6472,2109.1496
3,5,0.1938,0.2667,0.6667,0.3810,0.7871,3366.8120,2849.8091
4,1,0.2858,0.3333,0.8333,0.4762,0.8746,1036.7782,1033.6216
4,2,0.1431,0.3333,0.3333,0.3333,0.6499,1258.6611,1333.7487
4,3,0.0987,0.2000,0.3333,0.2500,0.6331,1654.3800,1710.3681
4,4,0.0876,0.1667,0.3333,0.2222,0.6246,2136.0493,2093.6679
4,5,0.1604,0.2727,0.5000,0.3529,0.7164,3329.0876,2843.5271
5,1,0.0488,0.0526,0.1667,0.0800,0.5077,1028.1553,1058.0737
5,2,0.0690,0.1111,0.3333,0.1667,0.5994,1275.3485,1336.6834
5,3,0.0671,0.1053,0.3333,0.1600,0.5952,1632.1738,1692.8833
5,4,0.0737,0.1250,0.3333,0.1818,0.6078,2123.4525,2092.9962
5,5,0.0552,0.0909,0.1667,0.1176,0.5413,3300.4778,2838.7544
6,1,0.0690,0.1111,0.3333,0.1667,0.5994,1026.8910,1054.6758
6,2,0.1311,0.2143,0.5000,0.3000,0.7038,1270.1718,1333.0536
6,3,0.0817,0.2500,0.1667,0.2000,0.5707,1634.0030,1698.2274
6,4,0.3493,0.5000,0.6667,0.5714,0.8165,2147.2558,2084.6145
6,5,0.1907,0.3333,0.5000,0.4000,0.7248,3381.0422,2877.7770
7,1,0.0480,0.0000,0.0000,0.0000,0.4622,1036.8335,1058.7456
7,2,0.0876,0.1667,0.3333,0.2222,0.6246,1294.4336,1322.5423
7,3,0.0567,0.1000,0.1667,0.1250,0.5455,1647.8167,1708.0023
7,4,0.0585,0.1111,0.1667,0.1333,0.5497,2148.8053,2094.8266
7,5,0.1177,0.1875,0.5000,0.2727,0.6954,3419.2812,2850.6212
8,1,0.0608,0.1250,0.1667,0.1429,0.5539,1040.9227,1067.5988
8,2,0.0552,0.0909,0.1667,0.1176,0.5413,1270.2633,1321.5080
8,3,0.1061,0.2222,0.3333,0.2667,0.6373,1611.5191,1666.4439
8,4,0.0480,0.0000,0.0000,0.0000,0.4874,2120.5858,2087.0566
8,5,0.0480,0.0000,0.0000,0.0000,0.4832,3291.2176,2768.1522
9,1,0.0493,0.0556,0.1667,0.0833,0.5119,930.9453,928.8993
9,2,0.2211,0.3077,0.6667,0.4211,0.7955,1220.1848,1250.1013
9,3,0.2531,0.2941,0.8333,0.4348,0.8662,1548.1424,1575.6018
9,4,0.2065,0.2857,0.6667,0.4000,0.7913,2081.2248,1996.6885
10,1,0.0480,0.0000,0.0000,0.0000,0.4454,1022.0058,1056.7097
10,2,0.0498,0.0588,0.1667,0.0870,0.5161,1291.0867,1349.5882
10,3,0.0539,0.0833,0.1667,0.1111,0.5371,1638.6217,1702.8872
10,4,0.1394,0.2308,0.5000,0.3158,0.7080,2132.6660,2096.0824
10,5,0.1490,0.2500,0.5000,0.3333,0.7122,3355.6066,2857.9295
11,1,0.0956,0.3333,0.1667,0.2222,0.5749,1023.0513,1057.4207
