seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0314,0.3125,0.8333,0.4545,0.1261,0.0000,0.0000
1,6,0.0327,0.2500,0.8333,0.3846,0.1499,0.0000,0.0125
2,6,0.0296,0.2381,0.8333,0.3704,0.0658,0.0000,0.0074
3,6,0.0394,0.1765,0.5000,0.2609,0.3011,0.0000,0.0072
4,6,0.0284,0.4000,1.0000,0.5714,0.0000,0.0000,0.0156
5,6,0.0674,0.1053,0.3333,0.1600,0.4328,0.0000,0.0160
6,6,0.0285,0.3333,1.0000,0.5000,0.0056,0.0000,0.0000
7,6,0.0308,0.3333,0.8333,0.4762,0.1092,0.0000,0.0000
8,6,0.0612,0.1333,0.3333,0.1905,0.4244,0.0000,0.0000
9,6,0.0287,0.5556,0.8333,0.6667,0.0196,0.0000,0.0156
10,6,0.0299,0.3125,0.8333,0.4545,0.0910,0.0000,0.0021
11,6,0.0410,0.2308,0.5000,0.3158,0.2885,0.0000,0.0161
12,6,0.0304,0.3077,0.6667,0.4211,0.1148,0.0000,0.0000
13,6,0.0292,0.3125,0.8333,0.4545,0.0588,0.0000,0.0156
14,6,0.0430,0.2500,0.8333,0.3846,0.1877,0.0000,0.0000
