seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0323,0.1429,0.8333,0.2439,0.1653,0.0000,0.0000
1,6,0.0298,0.1786,0.8333,0.2941,0.0840,0.0000,0.0000
2,6,0.0286,0.2143,1.0000,0.3529,0.0210,0.0000,0.0000
3,6,0.0560,0.1220,0.8333,0.2128,0.2129,0.0000,0.0000
4,6,0.0327,0.1613,0.8333,0.2703,0.1597,0.0000,0.0000
5,6,0.0326,0.2273,0.8333,0.3571,0.1331,0.0000,0.0000
6,6,0.0355,0.1786,0.8333,0.2941,0.1485,0.0000,0.0000
7,6,0.0325,0.2174,0.8333,0.3448,0.1457,0.0000,0.0000
8,6,0.0289,0.2069,1.0000,0.3429,0.0210,0.0000,0.0030
9,6,0.0287,0.2069,1.0000,0.3429,0.0140,0.0000,0.0000
10,6,0.0287,0.1935,1.0000,0.3243,0.0168,0.0000,0.0000
11,6,0.0309,0.1250,0.8333,0.2174,0.1218,0.0000,0.0000
12,6,0.0337,0.1250,0.6667,0.2105,0.1961,0.0000,0.0000
13,6,0.0295,0.1579,1.0000,0.2727,0.0644,0.0000,0.0000
14,6,0.0284,0.2727,1.0000,0.4286,0.0000,0.0000,0.0000
