seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0365,0.1,0.1667,0.125,0.2717,34246.9505,11702.4265
1,6,0.0314,0.2667,0.6667,0.381,0.1457,36640.4525,12453.8864
2,6,0.0434,0.2857,0.3333,0.3077,0.3515,33171.5936,11578.6284
3,6,0.0305,0.2143,0.5,0.3,0.091,36812.389,12610.4965
4,6,0.0462,0.0625,0.1667,0.0909,0.4272,37992.2698,13009.4597
5,6,0.0339,0.25,0.5,0.3333,0.1807,34394.673,11943.5521
6,6,0.0421,0.1667,0.3333,0.2222,0.2941,38982.3684,12937.142
7,6,0.0322,0.2,0.5,0.2857,0.1695,38089.6409,12527.5079
8,6,0.0339,0.2667,0.6667,0.381,0.1891,37778.919,12556.2215
9,6,0.0335,0.4,0.6667,0.5,0.1639,39139.1258,12891.6557
10,6,0.0297,0.2857,0.6667,0.4,0.0826,37510.8371,12811.8141
11,6,0.0425,0.25,0.5,0.3333,0.3361,23073.2081,9510.1545
12,6,0.0392,0.0,0.0,0.0,0.3165,37408.2478,12845.5025
13,6,0.0475,0.1111,0.3333,0.1667,0.3992,36622.9015,12180.0399
14,6,0.0338,0.0833,0.1667,0.1111,0.1961,35278.0571,12004.0833
