seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0526,0.2308,0.5,0.3158,0.2255,2057.4969,2514.5324
1,6,0.0301,0.2143,0.5,0.3,0.0756,2119.225,2639.431
2,6,0.0291,0.5,0.8333,0.625,0.049,1938.7396,2361.5438
3,6,0.0331,0.0556,0.1667,0.0833,0.1807,2173.8603,2627.9357
4,6,0.0376,0.2,0.5,0.2857,0.2773,2168.4868,2630.5957
5,6,0.0364,0.1765,0.5,0.2609,0.2619,2061.0282,2470.1623
6,6,0.0324,0.2667,0.6667,0.381,0.1779,2168.6122,2657.643
7,6,0.0322,0.2308,0.5,0.3158,0.1695,2149.5104,2607.6588
8,6,0.0303,0.3125,0.8333,0.4545,0.0924,2145.6896,2543.5076
9,6,0.0323,0.1818,0.3333,0.2353,0.1667,2165.234,2718.0944
10,6,0.0293,0.2381,0.8333,0.3704,0.0588,2164.9408,2626.8174
11,6,0.0378,0.0714,0.1667,0.1,0.2983,1796.6146,2283.7544
12,6,0.0392,0.1667,0.6667,0.2667,0.2885,2258.6357,2669.5224
13,6,0.0381,0.125,0.3333,0.1818,0.2983,2260.5153,2739.4924
14,6,0.029,0.375,1.0,0.5455,0.0238,2241.924,2638.325
