seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0305,0.1429,0.3333,0.2,0.0994,5819.3015,4320.9377
1,6,0.0293,0.3333,0.5,0.4,0.049,6646.4774,4680.7022
2,6,0.0885,0.125,0.3333,0.1818,0.5686,5506.4297,4032.4659
3,6,0.0326,0.3077,0.6667,0.4211,0.1807,6434.1484,4571.56
4,6,0.0309,0.2308,0.5,0.3158,0.1275,6364.4319,4463.2607
5,6,0.04,0.15,0.5,0.2308,0.2675,6481.7789,4199.2729
6,6,0.0339,0.087,0.3333,0.1379,0.2157,6962.1698,4400.9925
7,6,0.0544,0.1875,0.5,0.2727,0.402,6950.764,4935.4777
8,6,0.0409,0.0,0.0,0.0,0.3557,6908.5315,4781.1934
9,6,0.1954,0.1579,0.5,0.24,0.2325,6994.9635,5024.3799
10,6,0.0311,0.1875,0.5,0.2727,0.1317,6826.878,4911.8181
11,6,0.0346,0.2353,0.6667,0.3478,0.2213,4849.085,3833.5297
12,6,0.0346,0.0909,0.3333,0.1429,0.2199,6749.2099,4881.2927
13,6,0.0484,0.0909,0.3333,0.1429,0.3922,7062.1204,4939.3451
14,6,0.0291,0.4286,1.0,0.6,0.0294,6948.3507,4444.1253
0,1,0.0755,0.0,0.0,0.0,0.479,982.5317,1050.9553
0,2,0.0962,0.1364,0.5,0.2143,0.4048,1295.5285,1341.8137
0,3,0.0628,0.1579,0.5,0.24,0.409,1661.1442,1699.012
0,4,0.0678,0.1765,0.5,0.2609,0.4342,2148.8499,2108.7836
0,5,0.2032,0.2308,0.5,0.3158,0.3319,3417.6805,2879.1071
0,7,0.0299,0.2857,0.6667,0.4,0.0714,14187.1081,8740.2856
0,8,0.0303,0.25,0.6667,0.3636,0.0994,36156.8822,20008.5157
0,9,0.033,0.2105,0.6667,0.32,0.1933,96559.9628,49950.5512
1,1,0.0707,0.0,0.0,0.0,0.5672,1056.7799,1065.637
1,2,0.0554,0.0,0.0,0.0,0.5308,1286.5657,1334.105
1,3,0.0296,0.4286,0.5,0.4615,0.0714,1629.3647,1696.3166
1,4,0.0325,0.3,0.5,0.375,0.1793,2156.5943,2107.0047
1,5,0.03,0.375,0.5,0.4286,0.0896,3361.5085,2879.4835
1,7,0.029,0.5,0.6667,0.5714,0.0378,18104.827,10966.2401
1,8,0.029,0.5,0.6667,0.5714,0.042,59996.5852,31979.6372
1,9,0.0292,0.3,0.5,0.375,0.056,206463.5116,105389.2882
2,1,0.0391,0.1429,0.3333,0.2,0.3151,1035.7044,1058.9419
2,2,0.0769,0.1176,0.3333,0.1739,0.4566,1290.9941,1338.7529
2,3,0.046,0.1429,0.1667,0.1538,0.4076,1648.7978,1712.5879
2,4,0.0405,0.0,0.0,0.0,0.3445,2150.8128,2108.0116
2,5,0.055,0.125,0.1667,0.1429,0.3936,3335.9705,2819.7378
2,7,0.0373,0.3636,0.6667,0.4706,0.2367,10486.5064,104.7829
2,8,0.0313,0.4,0.3333,0.3636,0.1471,30610.6022,17163.6282
2,9,0.0317,0.25,0.6667,0.3636,0.1513,78296.0641,40575.0538
3,1,0.0625,0.0,0.0,0.0,0.5224,1045.823,1057.6087
3,2,0.1184,0.0,0.0,0.0,0.3768,1308.3716,1350.5893
3,3,0.0323,0.25,0.3333,0.2857,0.1737,1645.4015,1696.3478
3,4,0.0294,0.3636,0.6667,0.4706,0.0644,2145.6472,2109.1496
3,5,0.0315,0.2667,0.6667,0.381,0.1429,3366.812,2849.8091
3,7,0.0311,0.3077,0.6667,0.4211,0.1317,17980.615,10774.4863
3,8,0.0336,0.1579,0.5,0.24,0.2115,59774.6778,33696.868
3,9,0.0395,0.0732,0.5,0.1277,0.3249,239363.9755,126330.4649
