seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.1938,0.2667,0.6667,0.3810,0.7871,0.0000,0.0000
1,6,0.2395,0.2778,0.8333,0.4167,0.8620,0.0000,0.0000
2,6,0.3552,0.4167,0.8333,0.5556,0.8873,0.0000,0.0000
3,6,0.1641,0.2222,0.6667,0.3333,0.7745,0.0000,0.0157
4,6,0.4247,0.5000,0.8333,0.6250,0.8957,0.0000,0.0000
5,6,0.3868,0.4545,0.8333,0.5882,0.8915,0.0000,0.0000
6,6,0.3285,0.3846,0.8333,0.5263,0.8831,0.0157,0.0000
7,6,0.4247,0.5000,0.8333,0.6250,0.8957,0.0000,0.0000
8,6,0.3529,0.3529,1.0000,0.5217,0.9538,0.0000,0.0000
9,6,0.4000,0.4000,1.0000,0.5714,0.9622,0.0153,0.0000
10,6,0.4286,0.4286,1.0000,0.6000,0.9664,0.0000,0.0000
11,6,0.2531,0.2941,0.8333,0.4348,0.8662,0.0000,0.0000
12,6,0.1938,0.2667,0.6667,0.3810,0.7871,0.0000,0.0000
13,6,0.2211,0.3077,0.6667,0.4211,0.7955,0.0000,0.0000
14,6,0.3000,0.3000,1.0000,0.4615,0.9412,0.0000,0.0000
