seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.4000,0.4000,1.0000,0.5714,0.9622,0.0156,0.0000
1,6,0.0876,0.1667,0.3333,0.2222,0.6246,0.0000,0.0000
2,6,0.5000,0.5000,1.0000,0.6667,0.9748,0.0000,0.0000
3,6,0.3529,0.3529,1.0000,0.5217,0.9538,0.0000,0.0000
4,6,0.1311,0.2143,0.5000,0.3000,0.7038,0.0000,0.0000
5,6,0.1311,0.2143,0.5000,0.3000,0.7038,0.0000,0.0000
6,6,0.1177,0.1875,0.5000,0.2727,0.6954,0.0000,0.0000
7,6,0.2740,0.5000,0.5000,0.5000,0.7374,0.0156,0.0000
8,6,0.0926,0.1818,0.3333,0.2353,0.6289,0.0159,0.0000
9,6,0.5455,0.5455,1.0000,0.7059,0.9790,0.0157,0.0000
10,6,0.2064,0.2381,0.8333,0.3704,0.8494,0.0157,0.0000
11,6,0.4000,0.4000,1.0000,0.5714,0.9622,0.0158,0.0000
12,6,0.3000,0.3000,1.0000,0.4615,0.9412,0.0161,0.0000
13,6,0.3868,0.4545,0.8333,0.5882,0.8915,0.0000,0.0000
14,6,0.1493,0.2000,0.6667,0.3077,0.7661,0.0000,0.0000
