seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.2858,0.3333,0.8333,0.4762,0.8746,0.0000,0.0160
1,6,0.2684,0.3125,0.8333,0.4545,0.8704,0.0051,0.0000
2,6,0.2273,0.2632,0.8333,0.4000,0.8578,0.0157,0.0000
3,6,0.1240,0.2000,0.5000,0.2857,0.6996,0.0157,0.0000
4,6,0.4000,0.4000,1.0000,0.5714,0.9622,0.0160,0.0000
5,6,0.0926,0.1818,0.3333,0.2353,0.6289,0.0159,0.0000
6,6,0.3529,0.3529,1.0000,0.5217,0.9538,0.0000,0.0160
7,6,0.5288,0.6250,0.8333,0.7143,0.9041,0.0157,0.0000
8,6,0.0926,0.1818,0.3333,0.2353,0.6289,0.0000,0.0135
9,6,0.4247,0.5000,0.8333,0.6250,0.8957,0.0159,0.0000
10,6,0.3285,0.3846,0.8333,0.5263,0.8831,0.0160,0.0000
11,6,0.1311,0.2143,0.5000,0.3000,0.7038,0.0000,0.0157
12,6,0.1907,0.3333,0.5000,0.4000,0.7248,0.0000,0.0000
13,6,0.3056,0.3571,0.8333,0.5000,0.8789,0.0160,0.0000
14,6,0.2531,0.2941,0.8333,0.4348,0.8662,0.0050,0.0000
