seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.1394,0.2308,0.5000,0.3158,0.7080,0.0156,0.0000
1,6,0.2858,0.3333,0.8333,0.4762,0.8746,0.0315,0.0000
2,6,0.2684,0.3125,0.8333,0.4545,0.8704,0.0161,0.0000
3,6,0.2531,0.2941,0.8333,0.4348,0.8662,0.0156,0.0000
4,6,0.3123,0.4444,0.6667,0.5333,0.8123,0.0156,0.0000
5,6,0.2395,0.2778,0.8333,0.4167,0.8620,0.0231,0.0086
6,6,0.5000,0.5000,1.0000,0.6667,0.9748,0.0160,0.0159
7,6,0.3552,0.4167,0.8333,0.5556,0.8873,0.0156,0.0065
8,6,0.2858,0.3333,0.8333,0.4762,0.8746,0.0156,0.0161
9,6,0.3056,0.3571,0.8333,0.5000,0.8789,0.0157,0.0000
10,6,0.4247,0.5000,0.8333,0.6250,0.8957,0.0161,0.0000
11,6,0.3158,0.3158,1.0000,0.4800,0.9454,0.0156,0.0000
12,6,0.3333,0.3333,1.0000,0.5000,0.9496,0.0174,0.0000
13,6,0.2827,0.4000,0.6667,0.5000,0.8081,0.0161,0.0000
14,6,0.2827,0.4000,0.6667,0.5000,0.8081,0.0156,0.0000
