seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0286,0.4000,1.0000,0.5714,0.0112,0.0000,0.0000
1,6,0.0354,0.1667,0.3333,0.2222,0.2521,0.0000,0.0000
2,6,0.0285,0.5000,1.0000,0.6667,0.0084,0.0000,0.0023
3,6,0.0290,0.3529,1.0000,0.5217,0.0336,0.0000,0.0000
4,6,0.0331,0.2143,0.5000,0.3000,0.1961,0.0000,0.0000
5,6,0.0329,0.2143,0.5000,0.3000,0.1933,0.0000,0.0000
6,6,0.0378,0.1875,0.5000,0.2727,0.2325,0.0000,0.0000
7,6,0.0312,0.5000,0.5000,0.5000,0.1443,0.0000,0.0000
8,6,0.0348,0.1818,0.3333,0.2353,0.2311,0.0000,0.0010
9,6,0.0284,0.5455,1.0000,0.7059,0.0000,0.0000,0.0000
10,6,0.0295,0.2381,0.8333,0.3704,0.0616,0.0000,0.0088
11,6,0.0284,0.4000,1.0000,0.5714,0.0056,0.0000,0.0000
12,6,0.0289,0.3000,1.0000,0.4615,0.0224,0.0000,0.0000
13,6,0.0292,0.4545,0.8333,0.5882,0.0476,0.0000,0.0000
14,6,0.0312,0.2000,0.6667,0.3077,0.1359,0.0000,0.0000
