seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.031,0.2667,0.6667,0.381,0.1345,0.0,0.0
1,6,0.0294,0.2778,0.8333,0.4167,0.0686,0.0,0.0
2,6,0.0287,0.4167,0.8333,0.5556,0.0266,0.0,0.0
3,6,0.032,0.2222,0.6667,0.3333,0.1583,0.0,0.0157
4,6,0.0329,0.5,0.8333,0.625,0.1345,0.0,0.0
5,6,0.0329,0.4545,0.8333,0.5882,0.1331,0.0,0.0
6,6,0.036,0.3846,0.8333,0.5263,0.1513,0.0157,0.0
7,6,0.0314,0.5,0.8333,0.625,0.1261,0.0,0.0
8,6,0.0286,0.3529,1.0,0.5217,0.007,0.0,0.0
9,6,0.0287,0.4,1.0,0.5714,0.0126,0.0153,0.0
10,6,0.0286,0.4286,1.0,0.6,0.014,0.0,0.0
11,6,0.0307,0.2941,0.8333,0.4348,0.1148,0.0,0.0
12,6,0.0421,0.2667,0.6667,0.381,0.2325,0.0,0.0
13,6,0.0293,0.3077,0.6667,0.4211,0.0546,0.0,0.0
14,6,0.0284,0.3,1.0,0.4615,0.0014,0.0,0.0
