seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,1,0.0473,0.1667,0.5,0.25,0.3319,0.0036,0.0045
0,2,0.0356,0.2,0.5,0.2857,0.2381,0.008,0.0006
0,3,0.0365,0.2143,0.5,0.3,0.2353,0.0,0.001
0,4,0.0388,0.2941,0.8333,0.4348,0.1751,0.0,0.0
0,5,0.0292,0.3125,0.8333,0.4545,0.049,0.0045,0.0025
0,6,0.0294,0.2778,0.8333,0.4167,0.0602,0.0027,0.0
0,7,0.0294,0.3125,0.8333,0.4545,0.0588,0.0046,0.0
0,8,0.0293,0.2941,0.8333,0.4348,0.0588,0.0056,0.0
0,9,0.0292,0.3125,0.8333,0.4545,0.049,0.0065,0.0025
0,10,0.0292,0.2632,0.8333,0.4,0.0574,0.0,0.006
0,11,0.0293,0.2273,0.8333,0.3571,0.0588,0.0042,0.0
0,12,0.0294,0.2273,0.8333,0.3571,0.0644,0.0022,0.0
0,13,0.0295,0.2381,0.8333,0.3704,0.07,0.005,0.0
0,14,0.0294,0.25,0.8333,0.3846,0.0686,0.0065,0.0015
0,15,0.0296,0.25,0.8333,0.3846,0.0784,0.0106,0.0
0,16,0.0294,0.2381,0.8333,0.3704,0.0672,0.0,0.0
0,17,0.0294,0.2381,0.8333,0.3704,0.0602,0.0072,0.0
0,18,0.0291,0.25,0.8333,0.3846,0.0462,0.0061,0.0
0,19,0.0292,0.2381,0.8333,0.3704,0.0504,0.0046,0.0016
0,20,0.0293,0.2273,0.8333,0.3571,0.0546,0.0059,0.004
1,1,0.0326,0.25,0.5,0.3333,0.1709,0.0042,0.0021
1,2,0.0565,0.4,0.3333,0.3636,0.465,0.0041,0.0
1,3,0.0291,0.4286,0.5,0.4615,0.0448,0.0045,0.0
1,4,0.0287,0.5,0.8333,0.625,0.0252,0.0031,0.0
1,5,0.0288,0.5,0.8333,0.625,0.0378,0.0,0.0025
1,6,0.0287,0.5,0.8333,0.625,0.0266,0.0036,0.0
1,7,0.0284,0.5,1.0,0.6667,0.007,0.0071,0.0011
1,8,0.0284,0.5455,1.0,0.7059,0.007,0.0036,0.0
1,9,0.0285,0.5,0.8333,0.625,0.0098,0.0031,0.0037
1,10,0.0285,0.4545,0.8333,0.5882,0.0084,0.0084,0.0
1,11,0.0285,0.5,0.8333,0.625,0.014,0.0,0.0082
1,12,0.0285,0.4545,0.8333,0.5882,0.014,0.0045,0.0
1,13,0.0284,0.5,1.0,0.6667,0.007,0.0081,0.0
1,14,0.0284,0.5,1.0,0.6667,0.0056,0.0046,0.0
1,15,0.0284,0.5,1.0,0.6667,0.0042,0.0,0.0
1,16,0.0284,0.5,1.0,0.6667,0.0056,0.0,0.0
1,17,0.0284,0.5,1.0,0.6667,0.0056,0.0,0.0016
1,18,0.0285,0.4286,1.0,0.6,0.0098,0.0021,0.0083
1,19,0.0285,0.4,1.0,0.5714,0.0112,0.0095,0.0
1,20,0.0285,0.375,1.0,0.5455,0.0126,0.0035,0.0
2,1,0.0795,0.1,0.5,0.1667,0.4342,0.0,0.0
2,2,0.0514,0.3,0.5,0.375,0.3824,0.0097,0.0
2,3,0.0301,0.3333,0.6667,0.4444,0.0952,0.0048,0.0025
2,4,0.0298,0.3077,0.6667,0.4211,0.0826,0.0031,0.001
2,5,0.0321,0.3077,0.6667,0.4211,0.1681,0.0046,0.0
2,6,0.0312,0.3333,0.6667,0.4444,0.1373,0.0,0.0
2,7,0.0311,0.3333,0.6667,0.4444,0.1387,0.0065,0.004
2,8,0.0351,0.2857,0.6667,0.4,0.1835,0.002,0.0
2,9,0.032,0.25,0.6667,0.3636,0.1527,0.0,0.0
2,10,0.0314,0.2857,0.6667,0.4,0.1401,0.0051,0.005
2,11,0.032,0.2857,0.6667,0.4,0.1513,0.0071,0.003
2,12,0.033,0.3333,0.6667,0.4444,0.1653,0.0045,0.0
2,13,0.029,0.3846,0.8333,0.5263,0.0406,0.0,0.001
2,14,0.0292,0.3333,0.8333,0.4762,0.0546,0.0036,0.0041
2,15,0.0289,0.3333,0.8333,0.4762,0.0322,0.0051,0.0022
2,16,0.0289,0.3333,0.8333,0.4762,0.0308,0.0031,0.0065
2,17,0.0289,0.3333,0.8333,0.4762,0.0322,0.0,0.001
2,18,0.029,0.2941,0.8333,0.4348,0.0378,0.0036,0.0
2,19,0.029,0.2381,0.8333,0.3704,0.0406,0.002,0.002
2,20,0.0291,0.2273,0.8333,0.3571,0.0448,0.0031,0.0
3,1,0.057,0.0769,0.1667,0.1053,0.4454,0.0065,0.0035
3,2,0.0333,0.2222,0.3333,0.2667,0.1989,0.0036,0.0
3,3,0.0292,0.4615,1.0,0.6316,0.0336,0.0026,0.0
3,4,0.0291,0.4286,1.0,0.6,0.0322,0.0035,0.0
3,5,0.0292,0.4167,0.8333,0.5556,0.0364,0.0,0.0
3,6,0.0294,0.3636,0.6667,0.4706,0.0504,0.0036,0.0
3,7,0.0294,0.4,0.6667,0.5,0.056,0.005,0.0
3,8,0.0295,0.3636,0.6667,0.4706,0.0602,0.0,0.0
3,9,0.0295,0.4444,0.6667,0.5333,0.0602,0.0056,0.0
3,10,0.0298,0.3,0.5,0.375,0.077,0.0081,0.0036
3,11,0.0304,0.2727,0.5,0.3529,0.1078,0.0061,0.0
3,12,0.031,0.2308,0.5,0.3158,0.1317,0.0031,0.0
3,13,0.0313,0.2727,0.5,0.3529,0.1401,0.004,0.0
3,14,0.0303,0.3333,0.6667,0.4444,0.1064,0.0,0.0025
3,15,0.0303,0.3077,0.6667,0.4211,0.1078,0.0041,0.0041
3,16,0.0304,0.2857,0.6667,0.4,0.1106,0.0049,0.0025
3,17,0.0308,0.3077,0.6667,0.4211,0.1218,0.0102,0.0
3,18,0.0306,0.2857,0.6667,0.4,0.119,0.0047,0.0
3,19,0.0306,0.2857,0.6667,0.4,0.1176,0.0045,0.0025
3,20,0.0307,0.2667,0.6667,0.381,0.1261,0.0051,0.0
4,1,0.029,0.3333,0.8333,0.4762,0.0448,0.0067,0.0
4,2,0.0308,0.4167,0.8333,0.5556,0.1148,0.0036,0.0
4,3,0.0371,0.4,0.6667,0.5,0.1583,0.0021,0.0
4,4,0.0309,0.3333,0.6667,0.4444,0.1204,0.0046,0.0
4,5,0.0308,0.4444,0.6667,0.5333,0.1261,0.004,0.0
4,6,0.032,0.4545,0.8333,0.5882,0.1261,0.0081,0.0
