seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0324,0.2308,0.5,0.3158,0.1653,0.0156,0.0
1,6,0.0376,0.3333,0.8333,0.4762,0.1737,0.0315,0.0
2,6,0.0295,0.3125,0.8333,0.4545,0.0742,0.0161,0.0
3,6,0.0331,0.2941,0.8333,0.4348,0.1485,0.0156,0.0
4,6,0.0302,0.4444,0.6667,0.5333,0.1008,0.0156,0.0
5,6,0.0302,0.2778,0.8333,0.4167,0.0882,0.0231,0.0086
6,6,0.0286,0.5,1.0,0.6667,0.0126,0.016,0.0159
7,6,0.0291,0.4167,0.8333,0.5556,0.035,0.0156,0.0065
8,6,0.0367,0.3333,0.8333,0.4762,0.1611,0.0156,0.0161
9,6,0.0294,0.3571,0.8333,0.5,0.0714,0.0157,0.0
10,6,0.0289,0.5,0.8333,0.625,0.0238,0.0161,0.0
11,6,0.0286,0.3158,1.0,0.48,0.0084,0.0156,0.0
12,6,0.0292,0.3333,1.0,0.5,0.0322,0.0174,0.0
13,6,0.0295,0.4,0.6667,0.5,0.0644,0.0161,0.0
14,6,0.0304,0.4,0.6667,0.5,0.1148,0.0156,0.0
