seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0308,0.3333,0.6667,0.4444,0.1246,52.0741,4.6534
1,6,0.0487,0.1250,0.3333,0.1818,0.4146,56.8877,5.3267
2,6,0.0500,0.0625,0.1667,0.0909,0.3277,51.1391,4.4816
3,6,0.0629,0.0588,0.1667,0.0870,0.4398,56.6888,5.5829
4,6,0.2622,0.0182,0.1667,0.0328,0.6793,57.5709,5.2176
5,6,0.0342,0.2000,0.5000,0.2857,0.2255,54.5557,4.9566
6,6,0.0345,0.0667,0.1667,0.0952,0.2297,53.1327,5.3290
7,6,0.0350,0.1250,0.3333,0.1818,0.2451,55.6950,5.3251
8,6,0.0816,0.1538,0.3333,0.2105,0.4860,56.2493,5.3427
9,6,0.0309,0.1852,0.8333,0.3030,0.1261,59.1222,5.3467
10,6,0.3059,0.0755,0.6667,0.1356,0.4356,57.5574,5.3051
11,6,0.0317,0.2727,0.5000,0.3529,0.1499,40.4745,3.0049
12,6,0.0345,0.1176,0.3333,0.1739,0.2283,63.4771,5.3567
13,6,0.1158,0.0682,0.5000,0.1200,0.4748,56.9353,5.4833
14,6,0.2300,0.1250,0.1667,0.1429,0.3796,56.3470,4.9965
