seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0298,0.2727,0.5000,0.3529,0.0658,34.1852,4.7533
1,6,0.0352,0.2727,0.5000,0.3529,0.2283,35.9684,5.2437
2,6,0.0388,0.2500,0.5000,0.3333,0.3053,30.8377,4.3412
3,6,0.0435,0.2143,0.5000,0.3000,0.3515,38.4794,5.3394
4,6,0.0369,0.0847,0.8333,0.1538,0.2689,37.6237,5.3421
5,6,0.0632,0.1667,0.3333,0.2222,0.4468,34.1952,4.7515
6,6,0.0401,0.1000,0.3333,0.1538,0.3305,38.2188,5.3358
7,6,0.0337,0.1579,0.5000,0.2400,0.2143,37.5082,5.3519
8,6,0.0334,0.1538,0.3333,0.2105,0.1975,35.5222,5.1471
9,6,0.2188,0.1667,0.6667,0.2667,0.3333,36.3746,5.1572
10,6,0.0685,0.0364,0.3333,0.0656,0.5224,36.4983,5.2430
11,6,0.0289,0.3846,0.8333,0.5263,0.0392,23.8672,3.0394
12,6,0.2604,0.1579,0.5000,0.2400,0.4958,36.5350,5.2505
13,6,0.1626,0.0541,0.3333,0.0930,0.5434,36.9533,5.4724
14,6,0.0318,0.2143,0.5000,0.3000,0.1527,38.2117,5.1107
