seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.0645,0.1111,0.1667,0.1333,0.5112,80.0259,4.5544
1,6,0.0319,0.3077,0.6667,0.4211,0.1611,89.7608,5.0937
2,6,0.0310,0.2222,0.3333,0.2667,0.1218,75.4294,4.5481
3,6,0.3940,0.0000,0.0000,0.0000,0.8768,83.8664,5.1144
4,6,0.0545,0.0345,0.3333,0.0625,0.4538,85.1638,5.2496
5,6,0.0300,0.0504,1.0000,0.0960,0.0910,81.1255,4.8187
6,6,0.0324,0.1667,0.5000,0.2500,0.1793,84.9123,5.2083
7,6,0.0470,0.1333,0.3333,0.1905,0.4160,84.0991,5.0454
8,6,0.0387,0.2222,0.6667,0.3333,0.2549,83.0117,5.5621
9,6,0.0304,0.1818,0.6667,0.2857,0.1092,85.5084,5.4935
10,6,0.0348,0.0746,0.8333,0.1370,0.2339,95.1492,5.6158
11,6,0.0341,0.1333,0.3333,0.1905,0.2017,64.1193,3.2034
12,6,0.0578,0.0556,0.1667,0.0833,0.4636,92.1294,5.3605
13,6,0.0585,0.0545,0.5000,0.0984,0.4230,85.4720,5.0284
14,6,0.3612,0.0909,0.1667,0.1176,0.4314,82.9150,4.9629
