seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,1,0.3209,0.0714,0.1667,0.1000,0.6008,2.0092,0.6152
0,2,0.2423,0.1250,0.1667,0.1429,0.5224,2.4716,0.5727
0,3,0.1967,0.1667,0.3333,0.2222,0.2745,3.0390,0.7562
0,4,0.0350,0.1250,0.3333,0.1818,0.2451,17.6292,2.0592
0,5,0.0306,0.1818,0.3333,0.2353,0.1092,25.1616,3.2976
0,6,0.0301,0.1875,0.5000,0.2727,0.0840,47.2666,11.6778
0,7,0.0300,0.2857,0.6667,0.4000,0.0784,81.3296,17.5209
0,8,0.0300,0.2500,0.6667,0.3636,0.0812,183.1847,37.5036
0,9,0.0310,0.2000,0.6667,0.3077,0.1289,104419.2761,49876.3080
1,1,0.3097,0.0000,0.0000,0.0000,0.7241,2.2515,0.4571
1,2,0.4593,0.0909,0.1667,0.1176,0.6008,2.3544,0.7656
1,3,0.0720,0.2000,0.5000,0.2857,0.4286,3.0223,0.7286
1,4,0.0361,0.1875,0.5000,0.2727,0.2619,16.3433,2.0470
1,5,0.0422,0.3000,0.5000,0.3750,0.2885,22.7220,3.5634
1,6,0.0304,0.2857,0.6667,0.4000,0.1148,44.7330,8.5374
1,7,0.0396,0.2000,0.3333,0.2500,0.2591,99.7523,24.1943
1,8,0.0329,0.3000,0.5000,0.3750,0.1877,266.6155,65.4954
1,9,0.0386,0.1875,0.5000,0.2727,0.2689,220280.7210,109609.0543
2,1,0.1194,0.1333,0.3333,0.1905,0.3782,2.0893,0.3523
2,2,0.0369,0.2000,0.5000,0.2857,0.2535,2.4184,0.3968
2,3,0.0346,0.2941,0.8333,0.4348,0.1611,3.0000,0.7773
2,4,0.0826,0.0000,0.0000,0.0000,0.5602,17.1899,2.2712
2,5,0.0535,0.1250,0.1667,0.1429,0.4300,21.8451,3.6865
2,6,0.0389,0.0667,0.1667,0.0952,0.3207,46.9498,13.8479
2,7,0.0310,0.3077,0.6667,0.4211,0.1345,73.7850,16.8301
2,8,0.0309,0.2857,0.6667,0.4000,0.1331,164.2141,36.9201
2,9,0.0312,0.2000,0.5000,0.2857,0.1401,92603.9532,42941.7597
3,1,0.0376,0.0619,1.0000,0.1165,0.2829,2.1123,0.4492
3,2,0.1836,0.0132,0.1667,0.0244,0.7493,0.9566,0.3096
3,3,0.1296,0.0339,0.3333,0.0615,0.5672,1.8709,0.5513
