seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
4,6,0.2382,0.3333,0.6667,0.4444,0.7997,3582.4532,12501.9063
2,6,0.1319,0.1739,0.6667,0.2759,0.7535,4128.2192,13159.1032
1,6,0.1827,0.2500,0.6667,0.3636,0.7829,4084.4671,13239.7681
6,6,0.2064,0.2381,0.8333,0.3704,0.8494,4260.2860,13474.1251
0,6,0.1073,0.1667,0.5000,0.2500,0.6870,4321.6940,13545.8481
5,6,0.1394,0.2308,0.5000,0.3158,0.7080,4349.6900,13629.6431
3,6,0.3868,0.4545,0.8333,0.5882,0.8915,4638.5886,14134.7939
7,6,0.2382,0.3333,0.6667,0.4444,0.7997,3555.3012,12446.4775
10,6,0.3158,0.3158,1.0000,0.4800,0.9454,3989.5892,13130.3341
14,6,0.0926,0.1818,0.3333,0.2353,0.6289,4200.2551,13521.9475
13,6,0.0833,0.1538,0.3333,0.2105,0.6204,4636.4757,13969.7333
9,6,0.4710,0.5556,0.8333,0.6667,0.8999,8103.0938,22806.8303
11,6,0.2858,0.3333,0.8333,0.4762,0.8746,4279.8042,13414.2485
8,6,0.3056,0.3571,0.8333,0.5000,0.8789,4467.8162,14050.0588
12,6,0.2163,0.2500,0.8333,0.3846,0.8536,4985.7877,14874.2995
2,15,0.1623,0.1852,0.8333,0.3030,0.8242,12774.2535,40811.8541
0,15,0.1049,0.1333,0.6667,0.2222,0.7241,13549.9760,42724.5679
7,15,0.1430,0.1905,0.6667,0.2963,0.7619,11819.0408,41425.0069
1,15,0.1148,0.1481,0.6667,0.2424,0.7367,13228.6515,43100.4026
4,15,0.1020,0.1290,0.6667,0.2162,0.7199,11652.6938,41283.1228
13,15,0.0598,0.0833,0.3333,0.1333,0.5742,15394.6519,46778.7285
12,15,0.1382,0.1562,0.8333,0.2632,0.8032,16129.3111,47421.2277
3,15,0.2609,0.2609,1.0000,0.4138,0.9286,15290.0536,46704.4957
6,15,0.0740,0.1000,0.5000,0.1667,0.6366,14016.2949,44569.2830
5,15,0.1816,0.2083,0.8333,0.3333,0.8368,14418.0359,45147.7581
8,15,0.1683,0.1923,0.8333,0.3125,0.8284,15756.4441,49395.5963
10,15,0.1935,0.1935,1.0000,0.3243,0.8950,13077.8512,43214.7347
11,15,0.1372,0.1818,0.6667,0.2857,0.7577,14071.4558,43974.1357
9,15,0.1827,0.2500,0.6667,0.3636,0.7829,16252.7640,48271.7786
14,15,0.1623,0.1852,0.8333,0.3030,0.8242,13820.5829,44380.1315
