seed,n_pc,avgPrecision,precision,recall,f1_score,auroc,train_time,test_time
0,6,0.1270,0.1429,0.8333,0.2439,0.7906,488.5385,1591.7426
1,6,0.1568,0.1786,0.8333,0.2941,0.8200,397.9012,1667.8134
2,6,0.2143,0.2143,1.0000,0.3529,0.9076,405.7468,1515.7524
3,6,0.1096,0.1220,0.8333,0.2128,0.7654,743.6852,2008.7261
4,6,0.1424,0.1613,0.8333,0.2703,0.8074,470.8939,1591.2449
5,6,0.1974,0.2273,0.8333,0.3571,0.8452,315.1187,1290.6989
6,6,0.1568,0.1786,0.8333,0.2941,0.8200,805.9594,2091.4987
7,6,0.1892,0.2174,0.8333,0.3448,0.8410,470.1405,1582.7152
8,6,0.2069,0.2069,1.0000,0.3429,0.9034,299.4962,1272.0389
9,6,0.2069,0.2069,1.0000,0.3429,0.9034,552.9993,1719.8928
10,6,0.1935,0.1935,1.0000,0.3243,0.8950,465.2303,1525.1612
11,6,0.1122,0.1250,0.8333,0.2174,0.7696,239.2085,1134.6857
12,6,0.0993,0.1250,0.6667,0.2105,0.7157,289.7447,1245.6568
13,6,0.1579,0.1579,1.0000,0.2727,0.8655,633.6297,1847.0250
14,6,0.2727,0.2727,1.0000,0.4286,0.9328,549.7297,1723.8973
0,15,0.1049,0.1163,0.8333,0.2041,0.7570,2214.1348,8574.2056
1,15,0.1122,0.1250,0.8333,0.2174,0.7696,1921.6504,5611.6950
2,15,0.1500,0.1500,1.0000,0.2609,0.8571,1566.4669,5723.0731
3,15,0.0780,0.0930,0.6667,0.1633,0.6695,2879.1198,10977.0814
4,15,0.1027,0.1136,0.8333,0.2000,0.7528,2764.0563,9368.8018
5,15,0.1237,0.1389,0.8333,0.2381,0.7864,1859.9267,7668.9610
6,15,0.1049,0.1163,0.8333,0.2041,0.7570,4768.1614,12277.3307
7,15,0.1176,0.1316,0.8333,0.2273,0.7780,2675.3090,9829.4242
8,15,0.1463,0.1463,1.0000,0.2553,0.8529,1854.0137,7911.0164
9,15,0.1714,0.1714,1.0000,0.2927,0.8782,3445.0101,10772.1195
10,15,0.1579,0.1579,1.0000,0.2727,0.8655,2912.8477,8749.6401
11,15,0.0930,0.1020,0.8333,0.1818,0.7318,1486.0921,7073.6625
12,15,0.0780,0.0930,0.6667,0.1633,0.6695,1804.8514,7768.7007
13,15,0.1463,0.1463,1.0000,0.2553,0.8529,3956.6759,11563.3134
14,15,0.1538,0.1538,1.0000,0.2667,0.8613,3367.2535,10581.7280
